Compound ID,smiles,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,Calculated_LogP,Aromatic_Proportion,measured log solubility in mols per litre,ESOL_Predicted_LogS,Solubility_Status
p-Nitrotoluene,Cc1ccc(cc1)N(=O)=O,1,137.138,0,1,1,43.14,1.90322,0.6,-2.49,-2.2672842,Acceptable👍
4-Methylpentanol,CC(C)CCCO,1,102.177,1,0,3,20.23,1.4149,0.0,-1.14,-1.1668844,Acceptable👍
Norethisterone,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,1,314.425,2,4,0,57.53,2.607400000000001,0.0,-4.57,-3.4320970000000006,Acceptable👍
bromopropylate,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2,1,428.12,1,2,4,46.53,4.3991000000000025,0.5454545454545454,-4.93,-5.405413363636365,Poor👎
Pyrazon,Nc2cnn(c1ccccc1)c(=O)c2Cl,1,221.647,1,2,1,60.91,1.4681,0.8,-2.878,-2.6651144,Acceptable👍
2-Methylbutan-2-ol,CCC(C)(C)O,1,88.15,1,0,1,20.23,1.1673,0.0,0.15,-1.0559290000000001,Acceptable👍
p-Cresol,Cc1ccc(O)cc1,1,108.14,1,1,0,20.23,1.7006199999999998,0.75,-0.73,-2.1368586,Acceptable👍
Ethyl formate,CCOC=O,1,74.079,0,0,2,26.3,0.1793,0.0,0.15,-0.28024879999999996,Acceptable👍
"N,N-Dimethylaniline",CN(C)c1ccccc1,1,121.183,0,1,1,3.24,1.7526,0.6666666666666666,-1.92,-2.1228059333333333,Acceptable👍
Decalin,C1CCC2CCCCC2C1,2,138.254,0,2,0,0.0,3.3668000000000022,0.0,-5.19,-2.8182588000000015,Acceptable👍
Butanethiol,CCCCS,1,90.191,1,0,2,0.0,1.7163,0.0,-2.18,-1.3484531999999998,Acceptable👍
Benzo(e)pyrene,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,2,252.316,0,5,0,0.0,5.737200000000003,1.0,-7.8,-5.7587952000000024,Poor👎
Tetrachloroethylene,ClC(=C(Cl)Cl)Cl,1,165.834,0,0,0,0.0,3.0682,0.0,-2.54,-2.8011368,Acceptable👍
3-Pentanone,CCC(=O)CC,1,86.134,0,0,2,17.07,1.3755,0.0,-0.28,-1.1085957999999998,Acceptable👍
Acrylonitrile,C=CC#N,1,53.064,0,0,0,23.79,0.6959799999999999,0.0,0.15,-0.6074641999999999,Acceptable👍
Flumethasone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1,410.457,3,4,2,94.83,1.8437,0.0,-5.613,-3.4143643999999997,Acceptable👍
2-Hexanone,CCCCC(=O)C,1,100.161,0,0,3,17.07,1.7656,0.0,-0.8,-1.3753262,Acceptable👍
Terbumeton,CCNc1nc(NC(C)(C)C)nc(OC)n1,1,225.296,2,1,4,71.96,1.5223999999999998,0.375,-3.239,-2.2094472,Acceptable👍
3-Methylheptane,CCCCC(C)CC,1,114.232,0,0,4,0.0,3.2227000000000023,0.0,-5.16,-2.314539400000001,Acceptable👍
"1,2-Dibromoethane",BrCCBr,1,187.862,0,0,1,0.0,1.7762,0.0,-1.68,-2.0577504,Acceptable👍
Isoprocarb,CNC(=O)Oc1ccccc1C(C)C,1,193.246,1,1,2,38.33,2.528200000000001,0.4285714285714285,-2.863,-2.8160340571428577,Acceptable👍
Niridazole,O=C1NCCN1c2ncc(s2)N(=O)=O,1,214.206,1,2,2,88.37,0.5808999999999999,0.3571428571428571,-3.22,-1.666329914285714,Acceptable👍
Benzo(a)fluorene,C1c2ccccc2c3ccc4ccccc4c13,2,216.283,0,4,0,0.0,4.411000000000003,0.9411764705882352,-6.68,-4.656355188235296,Poor👎
2-Chloroanisole,COc1ccccc1Cl,1,142.585,0,1,1,9.23,2.3486,0.6666666666666666,-2.46,-2.630978333333333,Acceptable👍
Bromophos,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,1,366.0,0,1,4,27.69,4.652000000000002,0.375,-6.09,-5.05346,Poor👎
Quinonamid,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,1,332.57,1,2,3,63.24,2.8260000000000005,0.3,-5.03,-3.7063140000000003,Acceptable👍
"P,P'-DDD",ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,1,320.046,0,2,3,0.0,5.929000000000003,0.6666666666666666,-7.2,-5.854888533333335,Poor👎
Methyl acrylate,COC(=O)C=C,1,86.09,0,0,1,26.3,0.3453999999999999,0.0,-0.22,-0.5253599999999998,Acceptable👍
Chloroxuron,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,1,290.75,1,2,3,41.57,4.225800000000003,0.6,-4.89,-4.550904000000002,Poor👎
Azobenzene,N(=Nc1ccccc1)c2ccccc2,2,182.226,0,2,2,24.72,4.102000000000002,0.8571428571428571,-4.45,-4.056346914285715,Poor👎
4-Isopropyltoluene,CC(C)c1ccc(C)cc1,1,134.222,0,1,1,0.0,3.118420000000002,0.6,-3.77,-3.014781000000002,Acceptable👍
"2,6-Dichlorophenol",Oc1c(Cl)cccc1Cl,1,163.003,1,1,0,20.23,2.699,0.6666666666666666,-1.79,-3.0443219333333333,Acceptable👍
Sucrose,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O,1,342.297,8,2,5,189.53,-5.395599999999993,0.0,0.79,1.7669865999999956,Acceptable👍
d-inositol,OC1C(O)C(O)C(O)C(O)C1O,1,180.156,6,1,0,121.38,-3.834600000000001,0.0,0.35,1.4588308000000008,Acceptable👍
Dyphylline,Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,1,254.246,2,2,3,102.28,-2.2130999999999985,0.5,-0.17,-0.19407220000000108,Acceptable👍
Chloramphenicol,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,1,323.132,3,1,6,112.7,0.909,0.3,-2.111,-2.2420884,Acceptable👍
3-Ethyl-3-pentanol,CCC(O)(CC)CC,1,116.204,1,0,3,20.23,1.9475,0.0,-0.85,-1.5893898000000002,Acceptable👍
Epitostanol,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,1,306.515,1,5,0,20.23,4.483900000000005,0.0,-5.41,-4.5652500000000025,Poor👎
"1,2-Dibromobenzene",Brc1ccccc1Br,1,235.906,0,1,0,0.0,3.2116000000000007,0.75,-3.5,-3.8809252,Acceptable👍
"2,4,6-Trichlorophenol",Oc1c(Cl)cc(Cl)cc1Cl,1,197.448,1,1,0,20.23,3.3523999999999994,0.6,-2.34,-3.6201896,Acceptable👍
oryzalin,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,1,346.365,1,1,8,149.68,1.7768000000000002,0.2608695652173913,-5.16,-2.7718904782608695,Acceptable👍
RTI 20,C2c1ccccc1N(CCF)C(=O)c3ccccc23,1,255.292,0,3,2,20.31,3.2071000000000023,0.631578947368421,-4.799,-3.7786518210526325,Acceptable👍
"2,4-Dimethyl-3-pentanone",CC(C)C(=O)C(C)C,1,114.188,0,0,2,17.07,1.8675,0.0,-1.3,-1.5924906,Acceptable👍
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,1,238.287,2,1,3,75.27,1.3510999999999993,0.0,-2.593,-1.9705723999999996,Acceptable👍
gentisin,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),1,262.261,2,3,1,75.99,1.5528,0.0,-2.943,-2.3782822,Acceptable👍
Caffeine,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,1,194.194,0,2,0,61.82,-1.0293,0.6428571428571429,-0.876,-0.8712580857142854,Acceptable👍
Spironolactone,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,1,416.583,0,5,1,60.44,4.852300000000005,0.0,-4.173,-5.413763600000004,Poor👎
"3,4-Dimethylphenol",Cc1ccc(O)cc1C,1,122.167,1,1,0,20.23,2.00904,0.6666666666666666,-1.38,-2.3564639333333335,Acceptable👍
Diphenyl ether,O(c1ccccc1)c2ccccc2,2,170.211,0,2,2,9.23,3.478900000000002,0.9230769230769232,-3.96,-3.6380921230769245,Acceptable👍
"2,2',4,4',5,5'-PCB",Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,1,360.882,0,2,1,0.0,7.274000000000001,0.6666666666666666,-8.56,-7.087421733333334,Poor👎
nicotinamide,NC(=O)c1cccnc1,1,122.127,1,1,1,55.98,0.1805000000000001,0.6666666666666666,0.61,-1.1382357333333335,Acceptable👍
Thiophenol,Sc1ccccc1,1,110.181,1,1,0,0.0,1.9753,0.8571428571428571,-2.12,-2.4018469142857146,Acceptable👍
XMC,CNC(=O)Oc1cc(C)cc(C)c1,1,179.219,1,1,1,38.33,2.02164,0.4615384615384615,-2.581,-2.500329461538462,Acceptable👍
Chlordane,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,1,409.782,0,3,0,0.0,5.682800000000001,0.0,-6.86,-5.9608124,Poor👎
Dimethyldisulfide,CSSC,1,94.204,0,0,1,0.0,1.6274,0.0,-1.44,-1.3833267999999996,Acceptable👍
Benzamide,NC(=O)c1ccccc1,1,121.139,1,1,1,43.09,0.7855000000000001,0.6666666666666666,-0.96,-1.5132601333333335,Acceptable👍
o-Chlorobromobenzene,Clc1ccccc1Br,1,191.455,0,1,0,0.0,3.1025,0.75,-3.19,-3.5365960000000003,Acceptable👍
Monotropitoside,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,1,446.405,6,3,6,184.6,-2.884799999999998,0.1935483870967742,-0.742,-0.5375128064516139,Acceptable👍
3-Heptanol,CCCCC(O)CC,1,116.204,1,0,4,20.23,1.9475,0.0,-1.47,-1.5233898000000001,Acceptable👍
RTI 15,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23,1,268.32,1,3,1,58.12,2.817140000000001,0.6,-4.554,-3.656382200000001,Acceptable👍
"3,5-Dichlorophenol",Oc1cc(Cl)cc(Cl)c1,1,163.003,1,1,0,20.23,2.699,0.6666666666666666,-1.34,-3.0443219333333333,Acceptable👍
1-Methylphenanthrene,Cc1cccc2c1ccc3ccccc32,1,192.261,0,3,0,0.0,4.301420000000003,0.9333333333333332,-5.85,-4.4325794666666685,Poor👎
2-Ethyl-1-hexanol,CCCCC(CC)CO,1,130.231,1,0,5,20.23,2.1951000000000005,0.0,-2.11,-1.7003452000000001,Acceptable👍
Diallate,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,1,270.225,0,0,4,20.31,4.277400000000004,0.0,-4.286,-3.946157000000002,Acceptable👍
Toluene,Cc1ccccc1,1,92.141,0,1,0,0.0,1.99502,0.8571428571428571,-2.21,-2.3024225142857144,Acceptable👍
Nitrapyrin,Clc1cccc(n1)C(Cl)(Cl)Cl,1,230.909,0,1,0,12.89,3.5617,0.5454545454545454,-3.76,-3.9191431636363636,Acceptable👍
Cycloheptene,C1CCC=CCC1,2,96.173,0,1,0,0.0,2.5067000000000004,0.0,-3.18,-2.0154936,Acceptable👍
Thiram,CN(C)C(=S)SSC(=S)N(C)C,1,240.444,0,0,0,6.48,2.0608,0.0,-3.9,-2.6290568,Acceptable👍
Griseofulvin,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,1,352.77,0,3,3,71.06,2.8103000000000007,0.25,-3.246,-3.784663,Acceptable👍
1-Decanol,CCCCCCCCCCO,1,158.285,1,0,8,20.23,3.119400000000002,0.0,-3.63,-2.258589000000001,Acceptable👍
"3,3-Dimethylpentane",CCC(C)(C)CC,1,100.205,0,0,2,0.0,2.832600000000001,0.0,-4.23,-2.1138090000000007,Acceptable👍
vamidothion,CNC(=O)C(C)SCCSP(=O)(OC)(OC),1,287.343,1,0,8,64.63,1.9882,0.0,1.144,-2.3460926,Acceptable👍
"2,3,4,5-Tetrachlorophenol",Oc1cc(Cl)c(Cl)c(Cl)c1Cl,1,231.893,1,1,0,20.23,4.0058,0.5454545454545454,-3.15,-4.205026963636364,Poor👎
Butyraldehyde,CCCC=O,1,72.107,0,0,2,17.07,0.9854,0.0,-0.01,-0.7758654,Acceptable👍
dexamethasone acetate,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O,1,434.504,2,4,3,100.9,2.466500000000001,0.0,-4.9,-3.8898198,Acceptable👍
Butane,CCCC,1,58.124,0,0,1,0.0,1.8064,0.0,-2.57,-1.2724007999999998,Acceptable👍
o-Methoxyphenol,COc1ccccc1O,1,124.139,1,1,1,29.46,1.4008,0.6666666666666666,-1.96,-1.9194991333333333,Acceptable👍
Fluoromethalone,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,1,376.468,2,4,1,74.6,2.923300000000001,0.0,-4.099,-3.9497806000000013,Acceptable👍
Pentachloroethane,ClC(Cl)C(Cl)(Cl)Cl,1,202.295,0,0,0,0.0,3.1603000000000003,0.0,-2.6,-3.0852180000000002,Acceptable👍
Diethyl phthalate,CCOC(=O)c1ccccc1C(=O)OCC,1,222.24,0,1,4,52.6,2.04,0.375,-2.35,-2.5165879999999996,Acceptable👍
2-Methylpropan-1-ol,CC(C)CO,1,74.123,1,0,1,20.23,0.6347,0.0,0.1,-0.6334236,Acceptable👍
Isobutylbenzene,CC(C)Cc1ccccc1,1,134.222,0,1,2,0.0,2.8851000000000013,0.6,-4.12,-2.801789400000001,Acceptable👍
Diiodomethane,ICI,1,267.835,0,0,0,0.0,1.8139,0.0,-2.34,-2.643334,Acceptable👍
4-Heptanol,CCCC(O)CCC,1,116.204,1,0,4,20.23,1.9475,0.0,-1.4,-1.5233898000000001,Acceptable👍
Pentyl acetate,CCCCCOC(=O)C,1,130.187,0,0,4,26.3,1.7397,0.0,-1.89,-1.4791704,Acceptable👍
"2,3,5,6-Tetrachlorophenol",Oc1c(Cl)c(Cl)cc(Cl)c1Cl,1,231.893,1,1,0,20.23,4.0058,0.5454545454545454,-3.37,-4.205026963636364,Poor👎
Propylbenzene,CCCc1ccccc1,1,120.195,0,1,2,0.0,2.639100000000001,0.6666666666666666,-3.37,-2.6091753333333334,Acceptable👍
"1,2-Dichlorotetrafluoroethane",FC(F)(Cl)C(F)(F)Cl,1,170.92,0,0,1,0.0,2.6495999999999995,0.0,-2.74,-2.5029519999999996,Acceptable👍
2-butenal,CC=CC=O,1,70.091,0,0,1,17.07,0.7614000000000001,0.0,0.32,-0.6882462,Acceptable👍
tetramethylurea,CN(C)C(=O)N(C)C,1,116.164,0,0,0,23.55,0.2296,0.0,0.94,-0.7048648,Acceptable👍
"1,2,4,5-Tetramethylbenzene",Cc1cc(C)c(C)cc1C,1,134.222,0,1,0,0.0,2.9202800000000018,0.6,-4.59,-2.9559528000000013,Acceptable👍
norethindrone acetate,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,1,340.463,0,4,1,43.37,4.063300000000004,0.0,-4.8,-4.444749600000002,Poor👎
Ditalimfos,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,1,299.288,0,2,5,55.84,2.5801000000000007,0.3157894736842105,-3.35,-3.224732810526316,Acceptable👍
salicylanilide,c1ccccc1NC(=O)c2c(O)cccc2,1,213.236,2,2,2,49.33,2.6445,0.75,-3.59,-3.2510981999999995,Acceptable👍
Sulfallate,CCN(CC)C(=S)SCC(Cl)=C,1,223.794,0,0,4,3.24,3.0988000000000016,0.0,-3.39,-2.915766800000001,Acceptable👍
Chloroethane,ClCC,1,64.515,0,0,0,0.0,1.2451,0.0,-1.06,-1.024406,Acceptable👍
Mefluidide,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,1,310.297,2,1,3,75.27,2.52334,0.3,-3.24,-3.3775456000000004,Acceptable👍
Piperine,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,1,285.343,0,3,3,38.77,2.997200000000001,0.2857142857142857,-3.46,-3.510791171428572,Acceptable👍
cis-2-Pentene,CC/C=C\C,1,70.135,0,0,1,0.0,1.9725,0.0,-2.54,-1.451512,Acceptable👍
thiofanox,CNC(=O)ON=C(CSC)C(C)(C)C,1,218.322,1,0,3,50.69,2.1075,0.0,-1.62,-2.3233214,Acceptable👍
Cyclooctyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,1,224.26,2,2,0,75.27,1.0831,0.0,-2.982,-1.9127649999999998,Acceptable👍
butacarb,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,1,263.381,1,1,1,38.33,3.999800000000003,0.3157894736842105,-4.24,-4.160520410526318,Poor👎
Eriodictyol,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,1,288.255,4,3,1,107.22,2.2155000000000005,0.5714285714285714,-3.62,-3.379803142857143,Acceptable👍
Benzophenone,O=C(c1ccccc1)c2ccccc2,1,182.222,0,2,2,17.07,2.917600000000001,0.8571428571428571,-3.12,-3.310150114285715,Acceptable👍
Eicosane,CCCCCCCCCCCCCCCCCCCC,1,282.556,0,0,17,0.0,8.048000000000007,0.0,-8.172,-5.540087200000004,Poor👎
hydrazobenzene,N(Nc1ccccc1)c2ccccc2,2,184.242,2,2,3,24.06,3.1256000000000013,0.8571428571428571,-2.92,-3.3877141142857154,Acceptable👍
2-Ethyl-1-butanol,CCC(CC)CO,1,102.177,1,0,3,20.23,1.4149,0.0,-1.17,-1.1668844,Acceptable👍
4-hydroxypyridine,Oc1ccncc1,1,95.101,1,1,0,33.12,0.7871999999999999,0.8571428571428571,1.02,-1.5598479142857142,Acceptable👍
"cis 1,2-Dichloroethylene",Cl\C=C/Cl,1,96.944,0,0,0,0.0,1.9352,0.0,-1.3,-1.6602288,Acceptable👍
Methylcyclopentane,CC1CCCC1,1,84.162,0,1,0,0.0,2.1965000000000003,0.0,-3.3,-1.7455994000000006,Acceptable👍
4-Methyl-2-pentanol,CC(C)CC(C)O,1,102.177,1,0,2,20.23,1.4133,0.0,-0.8,-1.2318764,Acceptable👍
RTI 11,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23,1,254.289,1,3,0,55.56,2.9595200000000013,0.631578947368421,-3.928,-3.7484578210526323,Acceptable👍
"2,2-Dimethylpropanol",CC(C)(C)CO,1,88.15,1,0,0,20.23,1.0248,0.0,-0.4,-1.032154,Acceptable👍
Triadimefon,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,1,293.754,0,2,4,57.01,3.1243000000000016,0.55,-3.61,-3.7725838000000014,Acceptable👍
Isocarboxazid,Cc1cc(no1)C(=O)NNCc2ccccc2,1,231.255,2,2,4,67.16,1.41762,0.6470588235294118,-2.461,-2.3817051294117646,Acceptable👍
Propylene,CC=C,1,42.081,0,0,0,0.0,1.1923,0.0,-1.08,-0.8520512,Acceptable👍
Dichlorophen,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,1,269.127,2,2,2,40.46,3.9954000000000014,0.7058823529411765,-3.953,-4.416042341176471,Poor👎
Desmedipham,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2,1,300.314,2,2,4,76.66,3.8659000000000017,0.5454545454545454,-4.632,-4.277100163636364,Poor👎
Anthraquinone,O=C1c2ccccc2C(=O)c3ccccc13,1,208.216,0,3,0,34.14,2.4620000000000006,0.75,-5.19,-3.2369992000000005,Acceptable👍
2-Octanol,CCCCCCC(C)O,1,130.231,1,0,5,20.23,2.337600000000001,0.0,-2.09,-1.7901202000000005,Acceptable👍
Oxycarboxin,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,1,267.306,1,2,2,72.47,1.3016,0.3333333333333333,-2.281,-2.4319718666666663,Acceptable👍
Butylbenzene,CCCCc1ccccc1,1,134.222,0,1,3,0.0,3.029200000000001,0.6,-4.06,-2.8265724000000003,Acceptable👍
parabanic acid,O=C1NC(=O)C(=O)N1,1,114.06,2,1,0,75.27,-1.6476000000000002,0.0,-0.4,0.49081600000000003,Acceptable👍
Abate,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,1,466.479,0,2,10,55.38,5.630000000000004,0.4444444444444444,-6.237,-5.947958688888891,Poor👎
Chlorthalidone,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,1,338.772,3,3,2,109.49,0.9242000000000008,0.5454545454545454,-3.451,-2.7942687636363637,Acceptable👍
Isobutyl acetate,CC(C)COC(=O)C,1,116.16,0,0,2,26.3,1.2055,0.0,-1.21,-1.1876569999999997,Acceptable👍
"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,1,100.205,0,0,0,0.0,2.688500000000001,0.0,-4.36,-2.1550260000000008,Acceptable👍
"2,3,3',4,4'6-PCB",Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,1,395.327,0,2,1,0.0,7.9274,0.631578947368421,-7.66,-7.6866578210526315,Poor👎
Phthalonitrile,N#Cc1ccccc1C#N,1,128.134,0,1,0,47.58,1.42996,0.6,-2.38,-1.9793055999999998,Acceptable👍
m-Nitrotoluene,Cc1cccc(c1)N(=O)=O,1,137.138,0,1,1,43.14,1.90322,0.6,-2.44,-2.2672842,Acceptable👍
halothane,FC(F)(F)C(Cl)Br,1,197.381,0,0,0,0.0,2.5085,0.0,-1.71,-2.6441172,Acceptable👍
Oxamyl,CNC(=O)ON=C(SC)C(=O)N(C)C,1,219.266,1,0,1,71.0,0.1070999999999999,0.0,0.106,-1.2009221999999997,Acceptable👍
Thiometon,CCSCCSP(=S)(OC)OC,1,246.359,0,0,7,18.46,2.990000000000001,0.0,-3.091,-2.7891258000000003,Acceptable👍
2-Methylbutane,CCC(C)C,1,72.151,0,0,1,0.0,2.0524,0.0,-3.18,-1.5143482,Acceptable👍
Stirofos,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,1,365.964,0,1,5,44.76,5.6015000000000015,0.3157894736842105,-4.522,-5.5416060105263165,Poor👎
